tipo;situacao;data;hora;bairro;endereco;numero;complemento;natureza;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais
COLISÃO;CANCELADA;2018-09-19;7:57:00;ENGENHO DO MEIO;AV VISCONDE DE SAO LEOPOLDO;509;PROX. A UFPE;COLISÃO;AUTO E CAMINHÃO;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-09-19;8:30:00;CAXANGÁ;AV CAXANGA;423;SENT. CIDADE, EM FRENTE A PARAFUSOS;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-19;8:54:00;BOA VISTA;RUA DO HOSPICIO;;E/F A ESTAÇÃO BRT TREZE DE MAIO, SENTIDO PREFEITURA DO RECIFE. A LADO DA CAMARA DOS VEREADORES ANTES DO SEMÁFORO 031;COLISÃO;SEM VÍTIMAS;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-09-19;8:58:00;TAMARINEIRA;AV NORTE;S/N;CRUZAMENTO COM A RUA CÔNEGO BARATA;COLISÃO;COLISÃO COM VÍTIMA, ENVOLVENDO UM ÔNIBUS, UM AUTO E UMA MOTOCICLETA.;1;1;;;;1;;;;1;
COLISÃO COM CICLISTA;CANCELADA;2018-09-19;9:20:00;CASA AMARELA;RUA SEMPRE VIVA;146;RUA DA CAIXA ECONOMICA DE CASA AMARELA;COLISÃO COM CICLISTA;COM UMA VITIMA  JÁ SOCORRIDA;1;;;1;;;;;;1;
COLISÃO;FINALIZADA;2018-09-19;10:27:00;TEJIPIÓ;RUA ITANHENGA;53;AO LADO DA DELEGACIA DE CAPTURAS;COLISÃO;SEM VITIMAS;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-19;11:01:00;BAIRRO DO RECIFE;CAIS DO APOLO;;EM FRENTE A PREFEITURA /   SEMAFORO 436;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-09-19;12:04:00;SANTO AMARO;RUA FREI CASSIMIRO;;NA FRENTE DA DELEGACIA;COLISÃO;COLISÃO SEM VITIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-19;12:13:00;PINA;AVENIDA CELSO FURTADO (VIA MANGUE);;NA VIA MANGUE  S/T BOA VIAGEM;COLISÃO;COLISAO ENTRE DOIS AUTOS S/V;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-09-19;13:15:00;ENCRUZILHADA;AV NORTE;;EM FRENTE AO EXTRABOM, SENTIDO SUB/CID;COLISÃO;CAMINHAO E ONIBUS DA PEDROSA;;;;;;1;1;;;0;
COLISÃO;FINALIZADA;2018-09-19;13:19:00;PINA;AV ANTONIO DE GOES;;APOS O JCP, NA FRENTE DA SUL ANERICA;COLISÃO;COLISÃO SEM VITIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-19;14:04:00;MACAXEIRA;AV NORTE;;FINAL DA AVENIDA NORTE, A 300METROS DA BR 101;COLISÃO;COLISÃO COM VITIMA;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-09-19;14:17:00;CIDADE UNIVERSITÁRIA;RUA ACADEMICO HELIO RAMOS;;E/F AGRE RECIFE SUL;COLISÃO;COLISAO ENTRE ONIBUS E AUTO S/V;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-09-19;14:22:00;ESTÂNCIA;AV RECIFE;5536;EM FRENTE A SN DISTRIBUIDORA, AO LADO DO POSTO BR, SENTIDO SUB.;COLISÃO;AUTO E CAMINHAO;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-09-19;14:53:00;SANTO AMARO;AV CRUZ CABUGA;;AO LADO DA PRAÇA NA ENTRADA DO HOSPITAL DO CANCER;COLISÃO;COLISAO ENTRE VT DA POLICIA E AUTO S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-19;15:04:00;MACAXEIRA;RUA MARIA CANDIDA;;AO LADO DA ANTIGA INTEGRAÇAO DA MACAXEIRA;COLISÃO;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-19;15:21:00;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;COM  RUA HENRIQUE DIAS NO SEMAFORO 068  GM SADRAQUE NO LOCAL;COLISÃO;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-19;15:39:00;PRADO;RUA GOMES TABORDA;;CORREIOS DA ABDIAS / NO  SEMAFORO 067;COLISÃO;COLISÃO SEM VITIMA;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-09-19;16:05:00;VÁRZEA;AV CAXANGA;S/N;EM FRENTE AO CAXANGÁ GOLFE CLUBE;COLISÃO;COLISÃO ENTRE DUAS MOTOS. COM DUAS VÍTIMAS SENDO UMA FATAL.;;2;;;;;;;;1;1
COLISÃO;FINALIZADA;2018-09-19;16:11:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;6133;EM FRENTE A FOCO ALUGUEL DE CARROS, SENTIDO RECIFE;COLISÃO;AUTO E MOTO;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-19;16:42:00;AREIAS;AV DR JOSE RUFINO;1384;EM FRENTE AO BRADESCO, SENTIDO BARRO;COLISÃO;DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-19;16:50:00;IMBIRIBEIRA;RUA OLIVIA MENELAU;245;APOS O COLEGIO PINHEIROS AO LADO DO LAVAJATO PRIME CAR;COLISÃO;COLISAO ENTRE DOS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-19;16:55:00;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;E/F AO RESTAURANTE SPETTUS  S/T BOA VIAGEM;COLISÃO;COLISAO ENTRE ONIBUS E AUTO S/V;1;;;;;1;;;;0;
ATROPELAMENTO;FINALIZADA;2018-09-19;17:39:00;SANTO AMARO;AV MARIO MELO;;E/F A ESCOLA DO TRIBUNAL DE CONTAS / SEMÁFORO  090 - CRUZ  COM A R DA AURORA;ATROPELAMENTO;MOTO X PEDESTRE . C/V;;1;;;1;;;;;1;
COLISÃO;FINALIZADA;2018-09-19;17:43:00;GRAÇAS;RUA DA HORA;;EM FRENTE AO ESPAÇO 285 SALÃO DE BELEZA (RUA DA HORA COM RUA BARÃO DE ITAMARACÁ);COLISÃO;CARRO E MOTO;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-09-19;17:51:00;ALTO SANTA TERESINHA;AV ANIBAL BENEVOLO;1014;E/F A COQUEIRAL FRIOS / PRÓX A MERCADO SUPERBOM;COLISÃO;ENTRE ÕNIBUS E VAN ESCOLAR. S/V;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-09-19;18:09:00;MADALENA;RUA BENFICA;;ENF AO POSTO DE GASOLINA BR // PROX A RUA ARLINDO GOUVEIA;COLISÃO;ONIBUS X AUTO;1;;;;;1;;;;0;
COLISÃO;CANCELADA;2018-09-19;18:12:00;MADALENA;RUA BENFICA;;E/F AO POSTO BR E AO CLUBE INTERNACIONAL;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-19;18:34:00;BOA VIAGEM;RUA CAPITAO ZUZINHA;152;ENF A COMIDA CHINESA CHING LING // CRUZAMENTO COM A RUA DONA UZINHA NUNES;COLISÃO;ONIX X JAC T6;2;;;;;;;;;0;
ENGAVETAMENTO;CANCELADA;2018-09-19;18:40:00;AREIAS;AV RECIFE;;E/F AO POSTO TOTAL / AO LADO DO HOTEL ESTORIL / SNT BV;ENGAVETAMENTO;ENTRE 3 AUTOS ( UM DOS ENVOLVIDOS SE EVADIU DO LOCAL;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-19;19:18:00;BOA VISTA;AV CONDE DA BOA VISTA;385;ENFR AO ATACADO DOS PRESENTES SENTIDO DERBY;COLISÃO;BRT X MICRO-ONIBUS;;;;;;2;;;;0;
COLISÃO;FINALIZADA;2018-09-19;19:47:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;AO LADO DA BASE AÉREA / E/F A ERAMICA E CIA / PRÓX A DIAMANOR, SNT PRAZERES;COLISÃO;ENTRE ÔNIBUS E AUTO. S/V;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-09-19;20:32:00;JIQUIÁ;RUA ANTONIO FIGUEIREDO;378;PROX AO CRUZAMENTO DA AV DR JOSE RUFINO // PROX AO COLEGIO DECISAO;COLISÃO;MOTO XRE 300 X PRISMA PRETO;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-19;21:05:00;ALTO SANTA TERESINHA;RUA TAMBOARA;622;NA METADE DA LADEIRA SEGUNDA PARADA DE ONIBUS;COLISÃO;ONIBUS CAXANGA X ONIX;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-09-19;21:14:00;BOA VIAGEM;RUA PADRE BERNADINO PESSOA;;PROXIMO AO CRUZAMENTO COM A RUA FRANCISCO DA CUNHA;COLISÃO;COLISÃO VIATURA CTTU X AUTO PASSEIO S/VITIMA;1;;;;;;;1;;0;
COLISÃO;FINALIZADA;2018-09-20;5:49:00;NOVA DESCOBERTA;AV VEREADOR OTACILIO AZEVEDO;4557;AO LADO DE JAIRO MOTO PEÇAS,SENT/NOVA DESCOBERTA;COLISÃO;SEM VITIMAS;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-09-20;7:26:00;TORRE;RUA PADRE ANCHIETA;;CRUZ  COM A RUA  AGUAS  BELAS  AO  LADO  DA PADARIA  MASSA NOBRE;COLISÃO;COLISÃO  SEM VITIMAS;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-09-20;7:50:00;GRAÇAS;RUA SOUZA DE ANDRADE;;EM FRENTE AO EDIFICIO  VILLAGE DA FONTE;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-09-20;7:59:00;MANGUEIRA;AV DR JOSE RUFINO;1758;EM FRENTE AO ATACAREJO,SENT/AFOGADOS;COLISÃO;SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-09-20;8:08:00;AFOGADOS;AV SUL;2282;EM FRENTE A ESTAÇÃO DE METRO LARGO DA PAZ;COLISÃO;SEM VITIMAS;2;;;;;;;;;0;
COLISÃO COM CICLISTA;FINALIZADA;2018-09-20;9:26:00;NOVA DESCOBERTA;AV VEREADOR OTACILIO AZEVEDO;;EM FRENTE A UPA  DE NOVA DESCOBERTA;COLISÃO COM CICLISTA;COLISÃO  COM VITIMA A ESPERA  DO  SAMU;;;;1;;1;;;;1;
COLISÃO;FINALIZADA;2018-09-20;9:29:00;CASA FORTE;RUA JERONIMO DE ALBUQUERQUE;635;E/F A ACADEMIA TOP FIT;COLISÃO;SEM VÍTIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-20;9:38:00;MADALENA;AV JOSE GONCALVES DE MEDEIROS;;E/F AO EXTRA, SENTIDO CIDADE.;COLISÃO;SEM VÍTIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-20;10:11:00;BOA VIAGEM;AV VINTE DE JANEIRO;;AO LADO  DA  CAIXA ECONOMICA  NA ENTRADA  DA INTEGRAÇÃO  AEROPORTO;COLISÃO;COLISÃO SEM VITIMAS;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-09-20;10:40:00;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;SEMÁFORO 173, E/F AO TRE, SENTIDO BOA VIAGEM;COLISÃO;SEM VÍTIMAS. BATEDORES NO LOCAL MT 22 MT 13;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-09-20;10:55:00;PINA;AV ANTONIO DE GOES;195;E/F AO MICHELIN LOJA DE PNEU.;COLISÃO;SEM VÍTIMAS. GM ANDRE SANTOS E GM DIEGO MOTA (PONTO FIXO) NO LOCAL;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-20;11:37:00;ESTÂNCIA;AV DR JOSE RUFINO;539;EM FRENTE A GALERIA MARGARIDA;COLISÃO;MOTO E AUTO;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-09-20;12:22:00;CAXANGÁ;AV CAXANGA;;PROX. AO CARTORIO DA VARZEA;COLISÃO;AUTO E MOTO  VT-24 NO LOCAL GM- MATOS E EVERALDO;1;1;;;;;;;;1;
COLISÃO;CANCELADA;2018-09-20;12:29:00;VÁRZEA;AV AFONSO OLINDENSE;;COM AV CAXANGA, SEMAFORO 568;COLISÃO;DOIS AUTO E MOTO;2;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-20;12:40:00;JORDÃO;AV MARIA IRENE;;EM FRENTE AO SINDACTA;COLISÃO;;;;;;;;;;;1;
COLISÃO;FINALIZADA;2018-09-20;13:01:00;MACAXEIRA;AV NORTE;;EM FRENTE A INTEGRAÇÃO DA MACAXEIRA;COLISÃO;ONIBUS E AUTO;1;;;;;1;;;;0;
CHOQUE;FINALIZADA;2018-09-20;13:06:00;SÃO JOSÉ;RUA IMPERIAL;;EM FRENTE PERNAMBUCO ALUMINIO;CHOQUE;MOTO E POSTE;;;;;;;;;;1;
ATROPELAMENTO;FINALIZADA;2018-09-20;13:53:00;BOA VISTA;RUA DA CONCEICAO;;EM FRENTE AO COLÉGIO BANDEIRA;ATROPELAMENTO;GM ONIX 1.0;1;;;;1;;;;;0;
COLISÃO;FINALIZADA;2018-09-20;14:07:00;BOA VIAGEM;RUA ERNESTO DE PAULA SANTOS;525;EM FRENTE AO POSTO SHELL;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-20;14:27:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;4052;EM FRENTE AO SHOPPING DO AUTOMOVEL, SENTIDO RECIFE;COLISÃO;AUTO E CAMINHAO;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-09-20;14:53:00;BARRO;AV DR JOSE RUFINO;2278;E/F A IGREJA DO BARRO;COLISÃO;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-20;15:00:00;SÃO JOSÉ;AV SUL;1374;EM FRENTE A PORTELA INDUSTRIA;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-20;15:00:00;CABANGA;PTE GOVERNADOR PAULO GUERRA;;E/F A COMPESA S/T RIOMAR;COLISÃO;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-20;15:06:00;ESPINHEIRO;AV JOAO DE BARROS;1187;EM FRENTE AO ESPAÇO VIE;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-20;15:52:00;AFLITOS;AV CONS ROSA E SILVA;;500 METROS DO SEMAFORO ANTES DO NAUTICO;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-20;16:11:00;AFOGADOS;LARGO DA PAZ;230;E/F A CAIXA ECONOMICA;COLISÃO;COLISAO ENTRE CAMINHAO E AUTO S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-20;16:24:00;MACAXEIRA;AV NORTE;;E/F A ESCOLA MUNICIPAL NADIR COLAÇO LADO OPOSTO, S/T CENTRO;COLISÃO;COLISAO ENTRE AUTO E CINQUENTINHA S/V;1;;1;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-20;16:28:00;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;EM FRENTE  A WIZARD;COLISÃO;COLISAO ENVOLVENDO DOIS AUTOS SEM VITIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-20;16:27:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;4555;EM FRENTE A TOYOLEX, SENT. AEROPORTO;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-20;16:32:00;CORDEIRO;EST DO FORTE DO ARRAIAL N. DO B. JESUS;657;EM A HDR VITAL;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-20;17:07:00;MADALENA;RUA DR SEVERINO PINHEIRO;52;APOS A PONTE ESTACIO COIMBRA;COLISÃO;TRES AUTOS;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-20;17:25:00;CASA FORTE;AV DEZESSETE DE AGOSTO;;AO LADO DO MUSEU DO HOMEM DO NORDESTE  PROX A PAGUE MENOS;COLISÃO;COLISAO ENTRE MOTO E AUTO S/V;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-09-20;17:52:00;BOA VIAGEM;AV BOA VIAGEM;5426;EM FRENTE AO HOTEL ATLANTI PLAZA;COLISÃO;TRÊS VEÍCULOS - NISSAN LIVINA PGJ 9029 , RENAUKTO TANGO AZO 1173, FIAT PUNTO PCG 5962;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-20;18:44:00;SÃO JOSÉ;RUA IMPERIAL;;PRÓX AO QUARTEL E CABANGA / E/F A LOJA PORTELLA;COLISÃO;ENTRE AUTO E CARRETA. S/V;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-09-20;19:14:00;SÃO JOSÉ;RUA DA CONCORDIA;874;E/F AO CAMPOS FRIO / DE ESQUINA  COM A R DO PEIXOTO;COLISÃO;ENTRE AUTO PASSEIO E ÕNIBUS. S/V;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-09-20;20:10:00;CORDEIRO;RUA DR MIGUEL VIEIRA FERREIRA;;SEMÁFORO 541;COLISÃO;ENTRE 2 AUTOS.S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-20;20:24:00;SAN MARTIN;AV GENERAL SAN MARTIN;;PRÓX A CAVALARIA / ENTRE A R JOSÉ VELOSO / E/F A DOCE SABOR PADARIA;COLISÃO;ENTRE 2 MOTOS. C/V;;2;;;;;;;;1;
COLISÃO;CANCELADA;2018-09-20;20:49:00;CASA AMARELA;AV NORTE;;NA FRENTE DA FARMACIA PAGUE MENOS, SENTIDO MACAXEIRA;COLISÃO;COLISÃO SEM VÍTIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-20;21:48:00;IBURA;AV DOIS RIOS;;FARMACIA PAGUE MENOS , SENTIDO AV RECIFE/ COM A FERNANDO TAVARES DA SILVA SEMÁFORO 323;COLISÃO;COLISÃO SEM VÍTIMAS;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-09-20;21:49:00;FUNDÃO;AV BEBERIBE;;SEMÁFORO  307 - CRUZ COM A R CORONEL URBANO DE SENNA;COLISÃO;ENTRE 2  AUTOS. S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-20;23:03:00;AFOGADOS;RUA SAO MIGUEL;;AO LADO DO ARMAZÉM CORAL E PRÓX AO POSTO IPIRANGA;COLISÃO;ENTRE AUTO E MOTO. C/V;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-09-21;6:07:00;MADALENA;RUA BENFICA;;EM FRENTE  AO  EXTRA;COLISÃO;ONIBUS E AUTO;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-09-21;6:24:00;MADALENA;RUA JOSE BONIFACIO;;CRUZ  COM A CONDE  DE IRAJA  EM FRENTE A  PIZZARIA  SPECIALLE;COLISÃO;COLISÃO  SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-21;7:14:00;SAN MARTIN;AV GENERAL SAN MARTIN;;CRUZ  COM   A RUA  JOSE VELOSO  EM FRENTE A CAVALARIA;COLISÃO;COLISÃO  COM VITIMA;1;;;;;;;1;;1;
COLISÃO;FINALIZADA;2018-09-21;7:59:00;BARRO;AV DR JOSE RUFINO;2262;EM FRENTE A CLINICA PILATES FISIOTERAPIA,E AO LADO DA IGREJA DO BARRO,SENT/TEJIPIÓ;COLISÃO;SEM VITIMAS;;;;;;1;1;;;0;
COLISÃO;FINALIZADA;2018-09-21;8:30:00;MADALENA;RUA REAL DA TORRE;361;E/F A CLÍNICA DE ESTETICA SCHOOL, SENTIDO AFOGADOS ANTES DO TÚNEL DA ABOLIÇÃO;COLISÃO;SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-21;8:37:00;DERBY;PRC PARQUE AMORIM;;EM FRENTE AO WALMART;COLISÃO;SEM VITIMAS /CTTU NO LOCAL ,GM SILVIO COSTA E GM VALDEMIR VAI FAZERR O B.O;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-21;9:13:00;SÃO JOSÉ;RUA PASSO DA PATRIA;;CRUZ  COM A  RUA DA CONCORDIA  PROX A OFICINA MOTO  IRMÃO CRUZ;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-09-21;9:19:00;SANTO AMARO;RUA DA AURORA;;SEMAFORO 243 SENT/OLINDA,CRUZAMENTO COM AV NORTE;COLISÃO;SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-21;9:32:00;JORDÃO;AV MARIA IRENE;;EM FRENTE A CAPELA  SÃO JOÃO  BATISTA;COLISÃO;COLISÃO SEM VITIMAS;1;;;;;1;;;;0;
COLISÃO;CANCELADA;2018-09-21;9:36:00;SANTO AMARO;AV VISCONDE DE SUASSUNA;797;PROX. A INOVE PROMOTORA;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-09-21;9:45:00;CAXANGÁ;RUA RIBEIRO PESSOA;;NO SEMAFORO 281, EM FRENTE AO POSTO DE GASOLINA SHELL;COLISÃO;ONIBUS E AUTO;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-09-21;9:58:00;ALTO JOSÉ BONIFÁCIO;RUA CORREGO DO EUCLIDES;1926;E/F A RESIDENCIA;COLISÃO;SEM VÍTIMAS;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-09-21;10:00:00;ESPINHEIRO;RUA ANGUSTURA;225;POR TRAS  DA IGREJA  DO ESPINHEIRO  EM FRENTE  AO EDIFICIO  ANGUSTURA  PRINCE;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-21;10:57:00;CORDEIRO;AV GENERAL SAN MARTIN;;EM FRENTE AO HOSPITAL GETULIO VARGAS E POSTO DE GASOLINA DISLUB;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-21;11:07:00;PARNAMIRIM;AV PARNAMIRIM;;CRUZ  COM  A RUA  TITO  ROSAS;COLISÃO;COLISÃO SEM  VITIMAS  GM ERNANDES  QTH;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-21;11:16:00;AFOGADOS;LARGO DA PAZ;;E/F AO ITAU;COLISÃO;SEM VÍTIMAS. VT 12 NO LOCAL;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-21;11:27:00;ESPINHEIRO;AV GOVERNADOR AGAMENON MAGALHAES;;SENTIDO  CIDADE   EM FRENTE  AO MINISTERIO  DO TRABALHO;COLISÃO;COLISÃO SEM  VITIMAS;3;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-09-21;11:31:00;ILHA DO LEITE;RUA FRANCISCO ALVES;552;CONSULT CENTER, SEMÁFORO 508;COLISÃO;SEM VÍTIMAS;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-09-21;12:09:00;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;NA FRENTE DO HOSP. DA RESTAURAÇÃO, SENTIDO OLINDA;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-21;12:14:00;MANGUEIRA;RUA SAO MIGUEL;;PROXIMO AO BODE DO NÔ;COLISÃO;COLISÃO COM VÍTIMA;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-09-21;12:23:00;ESTÂNCIA;AV RECIFE;;EM CIMA DO PONTILHAO DO METRO / SENT SUB;COLISÃO;AUTO E CAMINHAO;1;;;;;;1;;;0;
ENGAVETAMENTO;FINALIZADA;2018-09-21;12:26:00;PINA;PTE GOVERNADOR PAULO GUERRA;;EM CIMA DA PONTE/ SENTIDO CIDADE;ENGAVETAMENTO;SEM VÍTIMA;4;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-21;12:28:00;ESPINHEIRO;RUA DO ESPINHEIRO;;SUPERMERCADO EXRA;COLISÃO;COLISÃO SEM VITIMAS;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-09-21;12:59:00;VÁRZEA;RUA VALE DO SIRIJI;130;EM FRENTE A FABRICA STUDIOS;COLISÃO;COLISÃO COM VÍTIMA;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-09-21;13:15:00;BOA VISTA;RUA GERVASIO PIRES;382;POR TRAS DO SHOPPING BOA VISTA;COLISÃO;CAMINHAO E AUTO;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-09-21;13:34:00;ESTÂNCIA;AV RECIFE;;NA DESCIDA DO VIADUTO, SENTIDO BR101;COLISÃO;COLISÃO SEM VITIMAS;1;;;;;;1;;;0;
COLISÃO;CANCELADA;2018-09-21;13:44:00;SAN MARTIN;AV CONSUL VILARES FRAGOSO;;EM FRENTE A PRAÇA DA CHESF;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-21;13:46:00;ESPINHEIRO;RUA QUARENTA E OITO;244;EM FRENTE AO PONTO 48;COLISÃO;COLISAO ENTRE ONIBUS E AUTO PASSEIO;1;;;;;1;;;;0;
ATROPELAMENTO;FINALIZADA;2018-09-21;14:01:00;IBURA;AV DOIS RIOS;1093;PROXIMO A PAGUE MENOS/ SENTIDO IPSEP;ATROPELAMENTO;COM VÍTIMA;;1;;;1;;;;;1;
COLISÃO;FINALIZADA;2018-09-21;14:05:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;SEMAFORO 532 / SENT SUB /   ESTACIONADO NAS LOJAS GRILLO;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-21;14:13:00;MADALENA;RUA BENFICA;;ENFRENTE A CELPE DA CAXANGA, SOBRE O TUNEL DA ABOLIÇÃO;COLISÃO;COLISÃO SEM VITIMA;1;1;;;;;;;;0;
COLISÃO;CANCELADA;2018-09-21;14:25:00;BOA VIAGEM;RUA CAPITAO ZUZINHA;22;EM FRENTE A GALERIA SETÚBAL CENTER;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-21;14:42:00;SÃO JOSÉ;RUA DA CONCORDIA;708;EM FRENTE AO EDIFICIO GARAGEM DA SECRETARIA DA FAZENDA;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;PENDENTE;2018-09-21;14:52:00;BOA VIAGEM;AV BOA VIAGEM;1870;EM FRENTE AO EDF COMENDADOR PEDRO RENDA;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-09-21;15:04:00;BOA VIAGEM;RUA BRUNO VELOSO;;SAIDA DO SHOPPING RECIFE /  EM FRENTE AO POSTO DE PLICIA / SEMAFORO 335;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
