tipo;situacao;data;hora;bairro;endereco;numero;complemento;natureza;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais
COLISÃO;FINALIZADA;2018-01-05;10:57:00;CORDEIRO;EST DO FORTE DO ARRAIAL N. DO B. JESUS;477;EM FRENTE A ACADEMIA CIA FIT;COLISÃO;SEM VITIMAS;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-05;11:37:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;4561;EM FRENTE A ALBUQUERQUE PNEUS  / SENT CIDADE;COLISÃO;MOTO E AUTO;1;1;;;;;;;;0;
COLISÃO;CANCELADA;2018-01-05;11:53:00;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;2842;EM FRENTE AO EDIFICIO TORRE MADRI RESIDENCE/ PISTA DA DIREITA;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-05;11:59:00;JARDIM SÃO PAULO;RUA SENADOR ALBERTO PASQUALINI;5635;CRUZAMENTO COM A AV. RECIFE;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-05;12:12:00;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;3274;EM FRENTE A AMERICA CARPETES/ PISTA DA ESQUERDA;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-05;12:39:00;BOA VIAGEM;RUA SA E SOUZA;964;DEFRONTE AO EDF . BARRA MAIS;COLISÃO;COLISÃO COM VITIMA;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-01-05;13:15:00;MADALENA;AV JOSE GONCALVES DE MEDEIROS;;EM FRENTE A AUTO PNEUS;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-01-05;13:29:00;BOA VISTA;RUA JOAO FERNANDES VIEIRA;;EM FRENTE A CELPE;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-05;13:42:00;GRAÇAS;RUA BRUNO MAIA;143;CRUZ COM A  JOÃO RAMOS  EM  APOS O HOSPITAL  DOS SERVIDORES PRIMEIRA  RUA ESQUERDA;COLISÃO;COLISÃO  SEM  VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-05;13:42:00;IMBIRIBEIRA;AV ENGENHEIRO ALVES DE SOUZA;;JUNTO AO JULIETTO;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-01-05;13:54:00;IMBIRIBEIRA;RUA PROF PEDRO AUGUSTO CARNEIRO LEAO;60;PROX. AO RESIDENCIAL BOA VIAGEM;COLISÃO;COLISÃO SEM VÍTIMA;1;1;;;;;;;;0;
ENGAVETAMENTO;FINALIZADA;2018-01-05;14:01:00;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;DEFRONTE AO CARREFUR E O HOTEL LGIM;ENGAVETAMENTO;CINCO VEICULOS ENVOLVIDOS;5;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-05;14:29:00;ROSARINHO;RUA ENGENHEIRO SAMPAIO;238;EM FRENTE AO EDIFICIO CAMPOS;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-05;14:43:00;BOA VIAGEM;RUA DOS NAVEGANTES;;HOTEL GRAN MERCURI, ANTIGO RECIFE PALACE;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-05;15:36:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;LADO OPOSTO DO ASSAI/ SENTIDO AFOGADOS;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
ENGAVETAMENTO;FINALIZADA;2018-01-05;15:56:00;TORRE;RUA MARQUES DE MARICA;48;APOS A IGREJA DA TORRE, SENTIDO IPUTINGA;ENGAVETAMENTO;TRES AUTOS;3;;;;;;;;;0;
CHOQUE;FINALIZADA;2018-01-05;15:57:00;CASA AMARELA;AV NORTE;4640;SENTIDO  CIDADE   PROX  AO SESC;CHOQUE;COLISÃO SEM  VITIMAS;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-01-05;16:04:00;IMBIRIBEIRA;RUA ARQUITETO ASDRUBAL SARMENTO;;EM FRENTE AO  COLEGIO ANITA  GARIBALDE;COLISÃO;COLISÃO SEM  VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-05;16:09:00;SANTO AMARO;RUA EMBOABAS;;PROX. AO MERCADO RM;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-01-05;16:32:00;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;AO LADO DA RESTAURAÇÃO , SENTIDO MAURICIO DE NASSAU;COLISÃO;COLISÃO SEM VITAMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-05;16:45:00;CABANGA;AV ENGENHEIRO JOSE ESTELITA;;PROX. A LOMBADA ELETRONICA, SENTIDO BOA VIAGEM;COLISÃO;COLISÃO COM VÍTIMA, DOIS AUTOS PASSEIO E UMA MOTO;2;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-01-05;17:07:00;CABANGA;AV ENGENHEIRO JOSE ESTELITA;;PROX. A LOMBADA ELETRONICA, SENTIDO BOA VIAGEM;COLISÃO;COLISÃO SEM VITIMA, COM TRÊS AUTOS;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-05;18:23:00;TORRE;RUA CONDE DE IRAJA;;SEMÁFORO 191 / CRUZ COM A JOSÉ BONIFACIO;COLISÃO;2 AUTOS. S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-05;18:50:00;IPSEP;RUA THEODOMIRO SELVA;136;ESQUINA COM A IGREJA MATRIZ DO IPSEP / PROX AO TERMINAL DO ÕNIBUS DE IPSEP;COLISÃO;ENTRE VIATURA DA POLÍCIA E AUTO PASSEIO. S/V;1;;;;;;;1;;0;
COLISÃO;CANCELADA;2018-01-05;20:26:00;BOA VIAGEM;RUA PROFESSOR RUI BATISTA;;AO LADO DO BANCO BRADESCO;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-06;7:37:00;ENCRUZILHADA;RUA FERNANDO CESAR;258;E/F A RESIDENCIA;COLISÃO;SEM VÍTIMAS;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-06;7:40:00;TOTÓ;AV LIBERDADE;612;EM FRENTE DE MARCOS CARBORADOR;COLISÃO;COL.S/V.SET.JARDIM SÃO PAULO;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-06;7:54:00;BOA VISTA;RUA DAS NINFAS;189;E/F AO EDF. MOZART, SENTIDO CONDE DA BOA VISTA;COLISÃO;SEM VÍTIMAS;;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-06;9:05:00;DERBY;RUA AMAURI DE MEDEIROS;110;PROX  AO COLEGIO  MILITAR  EM FRENTE AO   EDIFICIO DERBY  PARQUE;COLISÃO;COLISÃO SEM  VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-06;9:58:00;LINHA DO TIRO;RUA URIEL DE HOLANDA;371;E/F A ESCOLA CECILIA MEIRELES;COLISÃO;SEM VÍTIMAS.;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-06;10:08:00;BOA VIAGEM;AV BOA VIAGEM;2170;SEGUNDO  JARDIM  EM FRENTE  AO  EDIFICIO  JACARANDA;COLISÃO;COLISÃO SEM  VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-06;11:35:00;BOA VISTA;AV CONDE DA BOA VISTA;;EM FRENTE AO RESTAURANTE MUSTANG;COLISÃO;COLISÃO COM VÍTIMA;1;;1;;;;;;;2;
COLISÃO;FINALIZADA;2018-01-06;11:39:00;AFOGADOS;RUA DA PAZ;;EM FRENTE AO BANCO ITAU;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-01-06;12:25:00;TAMARINEIRA;EST VELHA DE AGUA FRIA;;APOS O DENOT, ANTES DA FERREIRA COSTA;COLISÃO;COLISÃO COM VÍTIMA;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-01-06;12:23:00;CABANGA;PTE GOVERNADOR PAULO GUERRA;;NO INICIO DA PONTE/ SENTIDO BOA VIAGEM;COLISÃO;COLISÃO COM VÍTIMA;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-01-06;12:34:00;GRAÇAS;AV RUI BARBOSA;;PROX. AO PARQUE DA JAQUEIRA, DEFRONTE AO COLGIO NUCLEO;COLISÃO;COLISÃO SEM VITIMA;1;;;;;;;;1;0;
COLISÃO;CANCELADA;2018-01-06;12:54:00;AFOGADOS;RUA NICOLAU PEREIRA;;COM A RUA DA PAZ, AO LADO DA FABRICA DE SABÃO ASA, NO SEMAFORO 073;COLISÃO;AUTO E CAMINHÃO;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-01-06;13:20:00;CABANGA;AV SATURNINO DE BRITO;1253;ESTAÇÃO DE TRATAMENTO COMPESA;COLISÃO;COLISÃO ENVOLVENDO DOIS AUTOS SEM VÍTIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-06;14:34:00;CASA FORTE;AV DEZESSETE DE AGOSTO;;DEFRONTE AO EMPRESARIAL CASA FORTE;COLISÃO;COLISÃO ENVOLVENDO DOIS AUTOS SEM VÍTIMAS;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-01-06;15:37:00;BOA VISTA;RUA DA GLORIA;252;PROX. DA DELEGACIA DO IDOSO E GRAFICA FERREIRA;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-06;15:48:00;IPSEP;AV RECIFE;2734;PROX. AO NUCLEO DE POLICIA;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;;;1;;0;
COLISÃO;FINALIZADA;2018-01-06;16:33:00;PINA;AV ANTONIO DE GOES;;EM FRENTE AO RESTAURANTE BARGAÇO;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-06;17:29:00;MADALENA;AV VISCONDE DE ALBUQUERQUE;862;EM FRENTE A CLINICA FIGUEIREDO;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-06;17:34:00;JORDÃO;RUA DR ALVARO FERRAZ;;DEFRONTE A ESCOLA ESTADUAL PINTOR LULA CARDOSO AIRES;COLISÃO;COLISÃO COM VITIMA;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-01-06;17:36:00;IPUTINGA;AV CAXANGA;;EM FRENTE A ITALIANA/ SEMÁFORO 608/ SENTIDO CIDADE;COLISÃO;COLISÃO SEM VÍTIMA;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-06;19:16:00;CASA FORTE;RUA AFONSO DE ALBUQUERQUE MELO;;COM A RUA NESTOR SILVA;COLISÃO;COLISÃO  SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-06;19:58:00;ROSARINHO;RUA AMARO COUTINHO;;PRAÇA DO ROSARINHO;COLISÃO;COLISÃO SEM VÍTIMA;1;;1;;;;;;;0;
COLISÃO;CANCELADA;2018-01-06;23:32:00;SANTO AMARO;RUA TREZE DE MAIO;719;CRUZAMENTO DA TREZE DE MAIO COM A BARROS BARRETO, DEFRONTE A ESCOLA JOSE MARIA;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
QUEDA DE ÁRVORE;FINALIZADA;2018-01-07;7:38:00;IBURA;AV DOM HELDER CAMARA;;AO LADO DO NUCLEO DA POLICIA  /   CRUZ  AV RECIFE  SENT IBURA DE BAIXO;QUEDA DE ÁRVORE;QUEDA DE ARVORE OBSTRUINDO VIA;;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-07;9:15:00;BOA VIAGEM;RUA BALTAZAR PASSOS;440;DE ESQUINA   COM A RUA  SA E SOUZA  EM FRENTE  A CULTURA  INGLESA;COLISÃO;COLISÃO  COM 1 VITIMA A ESPERA DO  SAMU;2;;;;;;;;1;1;
COLISÃO;FINALIZADA;2018-01-07;9:19:00;CASA AMARELA;RUA MAJOR NEREU GUERRA;166;E/F AO ESPAÇO FISIO ARMONIA;COLISÃO;COM UMA VÍTIMA.;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-01-07;9:57:00;CASA FORTE;EST DAS UBAIAS,;;CRUZ COM A ESTRADA DO ENCANAMENTO  DE ESQUINA COM  A FARMACIA DROGASIL;COLISÃO;COLISÃO  SEM  VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-07;12:39:00;IMBIRIBEIRA;RUA ARQUITETO LUIZ NUNES;29;POR TRAS DO ASSAI  ATACADISTA   EM FRENTE A GALERIA  VISUAL MODAS;COLISÃO;COLISÃO  COM VITIMA;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-01-07;14:28:00;BOA VIAGEM;RUA BARAO DE SOUZA LEAO;631;EM FRENTE A DROGARIA SÃO PAULO;COLISÃO;COLISÃO COM VÍTIMA;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-01-07;15:30:00;TOTÓ;AV LIBERDADE;1609;AO  LADO  DA GARAGEM  DE ONIBUS DA MIRIM  EM FRENTE AO ARMAZEM   QUARTZOLIT;COLISÃO;COLISÃO  SEM  VITIMAS;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-07;17:11:00;TEJIPIÓ;AV LIBERDADE;;SENTIDO  TOTO  EM FRENTE AO CEMITERIO  PARQUE  DAS FLORES;COLISÃO;COLISÃO COM VITIMA;1;1;;;;;;;;0;
COLISÃO;CANCELADA;2018-01-07;17:12:00;BAIRRO DO RECIFE;PTE BUARQUE DE MACEDO;;EM CIMA DA PONTE;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-01-07;18:21:00;ESPINHEIRO;AV CONS ROSA E SILVA;650;LOGO DEPOIS DO PAO DE AÇUCAR CRUZAMENTO COM A RUA AMELIA;COLISÃO;DOIS AUTO;2;;;;;;;;;1;
COLISÃO;FINALIZADA;2018-01-07;19:18:00;MADALENA;AV JOSE GONCALVES DE MEDEIROS;118;POR TRAS DO EXTRA DA MADALENA PROX AO CARLITOS BURGUERIA;COLISÃO;DOIS AUTO E UMA MOTO;2;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-07;19:22:00;BOA VIAGEM;AV BOA VIAGEM;3040;PROX. Á PADARIA BOA VIAGEM;COLISÃO;AUTO E MOTO;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-07;19:46:00;APIPUCOS;AV DEZESSETE DE AGOSTO;15;ENF AO BATALHAO DECIMO PRIMEIRO;COLISÃO;AUTO E SHINERAY;1;;1;;;;;;;1;
COLISÃO;FINALIZADA;2018-01-07;20:41:00;IBURA;AV MANAUS;377;PROX AO CLUB NACIONAL;COLISÃO;DOIS AUTO;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-07;20:49:00;CASA AMARELA;EST DO ENCANAMENTO;248;COM EST. DAS UBAIAS, EM FRENTE DA FARMACIA DROGASIL;COLISÃO;AUTO E MOTO;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-01-07;23:15:00;CASA FORTE;AV DEZESSETE DE AGOSTO;2133;PROX. DA FUNDAÇÃO JOAQUIM NABUCO;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-08;6:17:00;SANTO AMARO;AV CRUZ CABUGA;871;CRUZ COM A AV NORTE;COLISÃO;SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-08;7:49:00;IPUTINGA;AV CAXANGA;3969;SEMAFORO 533,AO LADO DA IPUTINGA AUTOMOVEIS;COLISÃO;SEM VITIMAS;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-01-08;8:21:00;PAISSANDU;RUA PAISSANDU;;SEMAFORO 069,AO LADO DO INSTITUTO CERVANTES;COLISÃO;SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-08;8:38:00;IMBIRIBEIRA;RUA PAMPULHA;;E/F A RENAULT SELECT, SENTIDO BOA VIAGEM. SEMÁFORO 534;COLISÃO;SEM VÍTIMAS;2;;;;;;;;;0;
ENGAVETAMENTO;FINALIZADA;2018-01-08;9:05:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;7955;EM FRENTE A BELGO CERCAS, SENTIDO RECIFE;ENGAVETAMENTO;QUATRO VEICULOS S/V;4;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-08;9:32:00;CAXANGÁ;RUA RIBEIRO PESSOA;;POSTO SHELL AO LADO DA UPA DA CAXANGA;COLISÃO;SEM VITIMAS;1;;;;;;1;;;0;
ATROPELAMENTO;FINALIZADA;2018-01-08;9:48:00;IMBIRIBEIRA;RUA ITACARI;162;E/F A EMPRESA DRYFOR;ATROPELAMENTO;COM UMA VÍTIMA JA SOCORRIDA PELO SAMU;1;;;;1;;;;;1;
COLISÃO;FINALIZADA;2018-01-08;10:28:00;CORDEIRO;AV CAXANGA;1260;PROX. A CAIXA ECONOMICA, SENTIDO HOSPITAL BARAO DE LUCENA;COLISÃO;AUTO E MOTO C/V;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-01-08;11:25:00;PINA;AV HERCULANO BANDEIRA;;EM FRENTE JBS SEMAFORO 660;COLISÃO;SEM VITIMAS;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-08;11:30:00;SANTO ANTÔNIO;RUA DO FOGO;;POR TRAS DA CASA PIU;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-01-08;12:07:00;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;EM FRENTE AO MINISTERIO DO TRABALHO/ SENTIDO BOA VIAGEM;COLISÃO;COLISÃO SEM VÍTIMA;;;;;;2;;;;0;
COLISÃO;CANCELADA;2018-01-08;12:13:00;MADALENA;RUA DEMOCRITO DE SOUZA FILHO;490;PROX. AO POSTO DE GASOLINA BR;COLISÃO;DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-01-08;12:57:00;CASA FORTE;AV DEZESSETE DE AGOSTO;;DEFRONTE A FUNDAÇÃO JOAQUIM NABUCO;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-01-08;13:23:00;BOA VIAGEM;RUA JOAO CARDOSO AIRES;;NA ESQUINA DO COLEGIO MADRE DE DEUS;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-08;13:51:00;DERBY;RUA JOAQUIM NABUCO;;DEFRONTE AO HOSP. SANTA JOANA;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-08;14:01:00;COELHOS;PTE JOAQUIM CARDOSO;;PROX. AO IMIP NA SUBIDA DO VIA DUTO, SENTIDO COQUE;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-08;14:03:00;CASA AMARELA;AV NORTE;5623;EM FRENTE A JOMAR ART MOVEIS/ SENTIDO CIDADE;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-01-08;14:10:00;SAN MARTIN;RUA VINTE E UM DE ABRIL;3185;EM FRENTE AO DEPOSITO BRASILGAS;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-08;14:14:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;NA ENTRADA DO AEROPORTO;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-08;14:19:00;TORREÃO;AV NORTE;1655;LADO OPOSTO AO MARTELINHO DE OURO/ SENTIDO CIDADE;COLISÃO;COLISÃO SEM VÍTIMA;2;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-08;14:42:00;NOVA DESCOBERTA;RUA DANTAS;117;PROX. A CASA DO INSPETOR FILHO, NO ALTO DO CRUZEIRO;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-01-08;14:43:00;BOA VIAGEM;RUA LUIZ DE FARIA BARBOSA;306;NA RUA DA ACADEMIA DE BALLET AGELA BOTTERO;COLISÃO;DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-08;14:47:00;ÁGUA FRIA;AV BEBERIBE;2360;DEFRONTE A PERNAMBUCO MOTOS, A CLINICA VETERINARIA;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-08;15:24:00;BOA VIAGEM;RUA FRANCISCO DA CUNHA;129;EDF. BELO JARDIM;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-01-08;15:39:00;MADALENA;RUA RENATO DE MEDEIROS;300;ASTRAL VEICULOS;COLISÃO;COLISÃO SEM VÍTIMA;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-08;16:12:00;COELHOS;RUA DOS COELHOS;;AO LADO DO IMIP;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;;;;1;0;
COLISÃO;FINALIZADA;2018-01-08;16:27:00;BOA VISTA;AV GOVERNADOR AGAMENON MAGALHAES;;RUI BARBOSA COM AGAMENOM MAGALHES EM FRENTE A IGREJA DA CAPUNGA.;COLISÃO;COLISÃO SEM VITIMA;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-01-08;16:57:00;VÁRZEA;RUA PROFESSOR ANTONIO COELHO;;NO SEMÁFORO 651;COLISÃO;COLISÃO SEM VÍTIMA;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-08;18:22:00;CABANGA;PRC GOVERNADOR PAULO GUERRA;;SEMÁFORO DE Nº662 SENTIDO BOA VIAGEM.;COLISÃO;COLISÃO COM VÍTIMA;;1;;;;1;;;;1;
COLISÃO;FINALIZADA;2018-01-08;18:32:00;MADALENA;AV VISCONDE DE ALBUQUERQUE;123;COM RUA LOPES DE CARVALHO, ANTES DA FREE SABOR;COLISÃO;MOTO E AUTO;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-08;18:39:00;AFOGADOS;RUA MOTOCOLOMBO;;APOS A PONTE, SENT. RECIFE ANTIGO EM FRENTE Á OFICINA TROCÃO;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-08;20:06:00;PINA;AV CONSELHEIRO AGUIAR;;CRUZAMENTO COM AV ANTONIO DE GOES;COLISÃO;ONIBUS BORBOREMA X CLIO;1;;;;;1;;;;0;
ATROPELAMENTO;FINALIZADA;2018-01-08;20:57:00;VÁRZEA;AV AFONSO OLINDENSE;;EM FRENTE Á PRAÇA DA VARZEA, AO LADO DA FARMACIA ESPERANÇA;ATROPELAMENTO;ONIBUS E PEDESTRE;;;;;1;1;;;;1;
COLISÃO;FINALIZADA;2018-01-08;22:17:00;CABANGA;RUA CAPITAO TEMUDO;44;POR BAIXO DO VIADUTO CAPITAO TEMUDO COLADO COM O MURO DO METRO;COLISÃO;DOIS AUTO;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-08;23:41:00;MADALENA;AV ENGENHEIRO ABDIAS DE CARVALHO;480;EM FRENTE DA CASA DE PISCINA IGUI E PROX. DA HABIB´S;COLISÃO;ONIBUS  E AUTO;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-01-09;6:27:00;TORRE;RUA COMPOSITOR JOAO SANTIAGO;17;EM FRENTE AO MERCADINHO SAGENTO OSIRES;COLISÃO;COL.S/V,SET.CD;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-09;6:50:00;ESPINHEIRO;RUA DO ESPINHEIRO;;AO LADO DO EXTRA, SEMÁFORO 089;COLISÃO;SEM VÍTIMAS;1;;;;;1;;;;0;
COLISÃO;CANCELADA;2018-01-09;7:24:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;EM FRENTE A TUPAN;COLISÃO;COL.S/VSET.AFOGADO;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-09;7:40:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;E/F AO ATACADO DOS PRESENTES, SENTIDO AFOGADOS. SEMÁFORO 310;COLISÃO;COM UMA VÍTIMA EM ATENDIMENTO PELOS BOMBEIROS;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-01-09;8:19:00;BOA VIAGEM;RUA ERNESTO DE PAULA SANTOS;960;EM FRENTE AO POSTO SETA;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-09;8:22:00;CAMPO GRANDE;RUA OLIVEIRA FONSECA;318;NA RUA DO COLEGIO MUNICIPAL MARIO MELO;COLISÃO;COL..C/V;1;1;;;;;;;;2;
COLISÃO;FINALIZADA;2018-01-09;8:26:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;SENTIDO CIDADE, E/F A UPA. SEMÁFORO 310.;COLISÃO;COM UMA VÍTIMA JÁ SOCORRIDA;;1;;;;;1;;;1;
COLISÃO;FINALIZADA;2018-01-09;8:29:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;149;NO INICIO DO VIADUTO DO AEROPORTO;COLISÃO;COL.S/V ,SET.AEROPORTO;1;;;;;1;;;;0;
ATROPELAMENTO;FINALIZADA;2018-01-09;8:41:00;ESPINHEIRO;RUA CONS PORTELA;;EM FRENTE A GALERIA 23;ATROPELAMENTO;;1;;;;1;;;;;1;
COLISÃO;FINALIZADA;2018-01-09;8:45:00;CAXANGÁ;AV CAXANGA;1753;E/F A CENTRO CAR, SENTIDO CIDADE.;COLISÃO;COM DUAS VÍTIMAS JÁ SOCORRIDAS PELO SAMU. OS VEÍCULOS FORAM REMOVIDOS DO LOCAL E COLOCADOS DENTRO DO ESTACIONAMENTO DA OFICINA.;1;1;;;;;;;;2;
COLISÃO;CANCELADA;2018-01-09;8:57:00;DERBY;RUA CLEMENTE PEREIRA;;CRUZAMENTO COM A RUA DA BAIXA VERDE;COLISÃO;SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-09;9:23:00;SANTO AMARO;AV NORTE;;SENT/CIDADE,EM FRENTE AO 21 CSM QUARTEL DO EXERCITO;COLISÃO;SEM VITIMAS ,VIATURA DA PM;1;;;;;;;1;;0;
COLISÃO;FINALIZADA;2018-01-09;11:05:00;IMBIRIBEIRA;RUA ARQUITETO LUIZ NUNES;1100;EM FRENTE DO LAVA JATO DO IRMÃO //POR TRAS DO SUPERMECADO ASSAI;COLISÃO;COL.S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-01-09;11:03:00;TORRE;RUA JOSE BONIFACIO;;E/F A PADARIA MASSA NOBRE. SEMÁFORO 193;COLISÃO;SEM VÍTIMAS;1;;;;;1;;;;0;
